id	title	year	length	tot_dubbio	cosa_esitazione	cosa_negazione	cosa_riformulazione	come_esitazione	come_negazione	come_riformulazione	senso_esitazione	senso_negazione	senso_riformulazione	perc_dubbio	mds_x	mds_y
S116	Dov'è più azzurro il fiume	1963	5787	215	0.2000000000	0.2000000000	0.2000000000	0.4000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	3.7152237774	0.01011699631	0.01840377783
S117	La città smarrita nella neve	1963	8741	830	0.4545454545	0.1818181818	0.1818181818	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.1818181818	9.4954810662	0.0001366624697	-0.0182631893
S118	La distanza della Luna	1964	29733	2689	0.1891891892	0.0540540541	0.1891891892	0.0540540541	0.0270270270	0.2702702703	0.1351351351	0.0270270270	0.0540540541	9.0438233612	-0.04964964209	0.03251336947
S119	Sul far del giorno	1964	19463	1924	0.0967741935	0.0967741935	0.2258064516	0.0000000000	0.0000000000	0.4193548387	0.0000000000	0.0322580645	0.1290322581	9.8854236243	-0.0564026781	0.06210776036
S120	Un segno nello spazio	1964	19237	2626	0.1944444444	0.0833333333	0.1666666667	0.0000000000	0.0000000000	0.0555555556	0.0555555556	0.0277777778	0.4166666667	13.6507771482	-0.06848295692	0.02980553504
S121	Tutto in un punto	1964	9490	561	0.0000000000	0.1000000000	0.5000000000	0.0000000000	0.0000000000	0.1000000000	0.0000000000	0.0000000000	0.3000000000	5.9114857745	-0.0042773862	0.1057503847
S122	Senza colori	1965	18946	660	0.5000000000	0.1666666667	0.1666666667	0.0000000000	0.0000000000	0.0833333333	0.0000000000	0.0000000000	0.0833333333	3.4835849256	0.02077941609	-0.01791741871
S123	Fino a che dura il Sole	1965	14692	249	0.0000000000	0.2500000000	0.7500000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	1.6947998911	0.06512850101	0.09687449324
S124	Lo zio acquatico	1965	21396	1512	0.1052631579	0.2631578947	0.0526315789	0.0000000000	0.0000000000	0.1578947368	0.2631578947	0.0000000000	0.1578947368	7.0667414470	-0.0404694955	0.04016233865
S125	La Luna come un fungo	1965	16925	1107	0.0000000000	0.5384615385	0.1538461538	0.0000000000	0.0769230769	0.1538461538	0.0000000000	0.0769230769	0.0000000000	6.5406203840	-0.05520871108	0.06540488384
S126	Giochi senza fine	1965	11691	759	0.0000000000	0.3333333333	0.1111111111	0.3333333333	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.2222222222	6.4921734668	-0.04095726061	0.06036905481
S127	I meteoriti	1965	17758	1394	0.5294117647	0.0588235294	0.1764705882	0.0000000000	0.0000000000	0.0000000000	0.0588235294	0.1176470588	0.0588235294	7.8499831062	-0.01792683077	-0.05858137491
S128	La forma dello spazio	1965	15776	4032	0.2340425532	0.0638297872	0.0851063830	0.0000000000	0.0000000000	0.2127659574	0.1276595745	0.0425531915	0.2340425532	25.5578093306	-0.1130600989	0.001836249918
S129	Quanto scommettiamo	1965	16962	1157	0.2222222222	0.1111111111	0.1111111111	0.0000000000	0.0000000000	0.1111111111	0.1111111111	0.0000000000	0.3333333333	6.8211295838	-0.03499094472	0.03007784301
S130	I Dinosauri	1965	32538	1671	0.4444444444	0.2222222222	0.0740740741	0.0000000000	0.0000000000	0.0000000000	0.1111111111	0.0000000000	0.1481481481	5.1355338374	0.002697643719	-0.02006371964
S131	Gli anni-luce	1965	26660	2646	0.2333333333	0.1000000000	0.1333333333	0.0000000000	0.0000000000	0.2666666667	0.0666666667	0.0333333333	0.1666666667	9.9249812453	-0.06330420162	0.0198702069
S132	La spirale	1965	27755	4320	0.3230769231	0.1230769231	0.0153846154	0.0000000000	0.0307692308	0.1538461538	0.0000000000	0.0153846154	0.3384615385	15.5647631057	-0.06324867488	-0.0111512133
S133	Ti con zero	1966	27727	7155	0.5731707317	0.0487804878	0.0000000000	0.0121951220	0.0000000000	0.0975609756	0.0853658537	0.0121951220	0.1707317073	25.8051718541	-0.04269081705	-0.07563766289
S134	I. Mitosi	1967	27482	5758	0.1747572816	0.0970873786	0.0388349515	0.1844660194	0.1067961165	0.0970873786	0.0000000000	0.0485436893	0.2524271845	20.9518957863	-0.131019269	0.0009821590192
S135	L'inseguimento	1967	26513	4502	0.2500000000	0.1666666667	0.1111111111	0.0555555556	0.0000000000	0.0833333333	0.0000000000	0.0000000000	0.3333333333	16.9803492626	-0.06046098584	0.005240029822
S136	I cristalli	1967	15771	677	0.0000000000	0.3333333333	0.0000000000	0.0000000000	0.0000000000	0.2222222222	0.0000000000	0.1111111111	0.3333333333	4.2926891129	-0.103033644	0.07961978823
S137	L'origine degli uccelli	1967	21376	3645	0.2727272727	0.2424242424	0.0606060606	0.0000000000	0.0303030303	0.0909090909	0.1818181818	0.0000000000	0.1212121212	17.0518338323	-0.04845957502	-0.01115913602
S138	La memoria del mondo	1967	13732	1503	0.1875000000	0.2500000000	0.0625000000	0.1250000000	0.0000000000	0.1875000000	0.0000000000	0.0625000000	0.1250000000	10.9452374017	-0.1007729753	0.005556955072
S139	Il sangue, il mare	1967	21043	3847	0.1739130435	0.0000000000	0.0652173913	0.1304347826	0.0217391304	0.2608695652	0.0217391304	0.0000000000	0.3260869565	18.2816138383	-0.08164688047	0.03066141758
S140	Il guidatore notturno	1967	14578	1837	0.5000000000	0.0937500000	0.0000000000	0.1250000000	0.0312500000	0.0625000000	0.0000000000	0.0000000000	0.1875000000	12.6011798601	-0.02515985095	-0.04872781479
S141	La molle Luna	1967	16603	1396	0.1600000000	0.0000000000	0.1600000000	0.2000000000	0.0400000000	0.3200000000	0.0400000000	0.0000000000	0.0800000000	8.4081190146	-0.03441980431	0.04376268763
S142	II. Meiosi	1967	18954	3660	0.3333333333	0.0784313725	0.0588235294	0.0980392157	0.0392156863	0.1568627451	0.0000000000	0.0196078431	0.2156862745	19.3099081988	-0.07866524182	-0.02366934872
S143	III. Morte	1967	9299	482	0.0000000000	0.0769230769	0.0000000000	0.4615384615	0.0000000000	0.0769230769	0.0000000000	0.0000000000	0.3846153846	5.1833530487	-0.04602498741	0.07452624579
S144	Il conte di Montecristo	1967	22375	2894	0.5333333333	0.0444444444	0.0444444444	0.1111111111	0.0000000000	0.0666666667	0.0444444444	0.0000000000	0.1555555556	12.9340782123	-0.01971195579	-0.04925429696
S145	Le figlie della Luna	1968	23452	720	0.4375000000	0.0625000000	0.0625000000	0.1250000000	0.0625000000	0.1250000000	0.0000000000	0.0000000000	0.1250000000	3.0701006311	-0.00187101829	-0.01884516888
S146	Il cielo di pietra	1968	13895	1070	0.3333333333	0.0000000000	0.0833333333	0.1250000000	0.0416666667	0.2083333333	0.0000000000	0.0416666667	0.1666666667	7.7006117308	-0.06015025052	-0.004461331398
S147	Tempesta solare	1968	18603	895	0.5714285714	0.1428571429	0.0714285714	0.0000000000	0.0000000000	0.1428571429	0.0000000000	0.0714285714	0.0000000000	4.8110519809	-0.009160327822	-0.05410104219
S148	Le conchiglie e il tempo	1968	7831	263	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.5000000000	0.0000000000	0.0000000000	0.5000000000	3.3584471970	-0.01435871018	0.1051737203
S149	La decapitazione dei capi	1969	25519	119	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	1.0000000000	0.0000000000	0.0000000000	0.0000000000	0.4663192131	0.0435337577	0.09329856062
S150	Dall'opaco	1971	22085	5341	0.1395348837	0.1395348837	0.0930232558	0.0697674419	0.0232558140	0.1162790698	0.0232558140	0.0465116279	0.3488372093	24.1838351823	-0.132642089	0.01847022516
S151	Il nome, il naso	1972	25010	163	0.5714285714	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.4285714286	0.0000000000	0.0000000000	0.0000000000	0.6517393043	0.05619297387	-0.02565805859
S153	Ricordo di una battaglia	1974	15654	4274	0.3777777778	0.2000000000	0.1777777778	0.0000000000	0.0000000000	0.0000000000	0.1111111111	0.0444444444	0.0888888889	27.3029257698	-0.06493999062	-0.04724492884
S154	Autobiografia di uno spettatore	1974	44046	4294	0.3275862069	0.1034482759	0.1724137931	0.0000000000	0.0172413793	0.0517241379	0.0517241379	0.0000000000	0.2758620690	9.7488988784	-0.02330887308	0.006907655804
S155	La pompa di benzina	1974	12331	1611	0.2857142857	0.1428571429	0.1428571429	0.0000000000	0.0000000000	0.1428571429	0.0000000000	0.0000000000	0.2857142857	13.0646338496	-0.0416221372	0.009982825436
S156	La glaciazione	1975	6231	185	0.5000000000	0.3333333333	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.1666666667	2.9690258385	0.01712333207	-0.02899142034
S157	L'uomo di Neanderthal	1975	15168	1526	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.3333333333	0.0833333333	0.1666666667	0.4166666667	10.0606540084	-0.1415073311	0.09982122287
S158	Montezuma	1975	20699	1785	0.6086956522	0.0869565217	0.1304347826	0.0000000000	0.0000000000	0.0000000000	0.0434782609	0.0000000000	0.1304347826	8.6236050051	0.01599117465	-0.03731122139
S159	Prima che tu dica «Pronto»	1975	16064	1826	0.3478260870	0.1304347826	0.0869565217	0.0000000000	0.0000000000	0.1739130435	0.0000000000	0.0869565217	0.1739130435	11.3670318725	-0.08116701582	-0.02306073853
S160	La corsa delle giraffe	1975	2780	788	0.2222222222	0.0000000000	0.1111111111	0.0000000000	0.0000000000	0.3333333333	0.2222222222	0.0000000000	0.1111111111	28.3453237410	-0.06370078485	0.01243671242
S161	Del mordersi la lingua	1975	3124	662	0.2727272727	0.2727272727	0.0909090909	0.0000000000	0.0000000000	0.0000000000	0.1818181818	0.0000000000	0.1818181818	21.1907810499	-0.05021195134	-0.01258360385
S162	Il fischio del merlo	1975	9784	3071	0.2702702703	0.1351351351	0.0540540541	0.0000000000	0.0000000000	0.1081081081	0.1891891892	0.0540540541	0.1891891892	31.3879803761	-0.1207143579	-0.0288097739
S163	Del prendersela coi giovani	1975	3072	1584	0.2500000000	0.5000000000	0.2500000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	51.5625000000	-0.02185147133	-0.02423209731
S164	Lettura di un'onda	1975	8420	2691	0.1428571429	0.2857142857	0.0476190476	0.0952380952	0.0000000000	0.0000000000	0.0952380952	0.0476190476	0.2857142857	31.9596199525	-0.1420304593	-0.0009521168317
S165	La pantofola spaiata	1975	2992	786	0.5714285714	0.2857142857	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.1428571429	26.2700534759	-0.01973191986	-0.07940947482
S166	Un chilo e mezzo di grasso d'oca	1976	4952	294	0.0000000000	0.3333333333	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.6666666667	0.0000000000	0.0000000000	5.9369951535	0.01618686384	0.05447510119
S167	Altre città	1976	6749	524	0.5454545455	0.0000000000	0.0000000000	0.3636363636	0.0000000000	0.0909090909	0.0000000000	0.0000000000	0.0000000000	7.7641132020	0.02412038439	-0.06090237213
S168	Serpenti e teschi	1976	5772	878	0.0833333333	0.3333333333	0.0000000000	0.1666666667	0.0000000000	0.0000000000	0.4166666667	0.0000000000	0.0000000000	15.2113652114	-0.04034343378	0.01549427481
S169	Il richiamo dell'acqua	1976	8736	874	0.5833333333	0.2500000000	0.0000000000	0.0000000000	0.0000000000	0.1666666667	0.0000000000	0.0000000000	0.0000000000	10.0045787546	0.01100273787	-0.04841089988
S170	L'aiola di sabbia	1977	5037	917	0.5714285714	0.2857142857	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.1428571429	0.0000000000	0.0000000000	18.2052809212	0.004655923748	-0.07181444365
S171	La poubelle agréée	1977	41079	7663	0.3291139241	0.1392405063	0.1012658228	0.0886075949	0.0000000000	0.1139240506	0.0379746835	0.0253164557	0.1645569620	18.6543002507	-0.07641131706	-0.0258232424
S172	Il seno nudo	1977	5137	1310	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.3333333333	0.0000000000	0.6666666667	25.5012653300	-0.06454335714	0.06789787525
S173	Il crollo del tempo	1977	8431	740	0.5000000000	0.1666666667	0.0833333333	0.0000000000	0.0000000000	0.1666666667	0.0000000000	0.0000000000	0.0833333333	8.7771320128	-0.002299664077	-0.0289949967
S175	Lo specchio e il bersaglio	1978	12906	873	0.5666666667	0.1666666667	0.0000000000	0.0666666667	0.0333333333	0.1333333333	0.0000000000	0.0333333333	0.0000000000	6.7642956764	-0.01047171197	-0.05717056357
S176	La coscienza a posto	1980	7552	1015	0.1250000000	0.3125000000	0.0000000000	0.1250000000	0.0000000000	0.0625000000	0.0000000000	0.1250000000	0.2500000000	13.4401483051	-0.1474150502	0.008527440001
S177	Quattro favole d'Esopo per Valerio Adami	1980	7490	402	0.0000000000	0.6000000000	0.0000000000	0.0000000000	0.0000000000	0.4000000000	0.0000000000	0.0000000000	0.0000000000	5.3671562083	-0.0006581926226	0.06821620734
S178	Il gorilla albino	1980	4684	825	0.3750000000	0.2500000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.1250000000	0.0000000000	0.2500000000	17.6131511529	-0.03936290211	-0.03066920369
S179	L'altra euridice	1980	16915	997	0.2916666667	0.0000000000	0.0833333333	0.1250000000	0.0416666667	0.2500000000	0.0000000000	0.0416666667	0.1666666667	5.8941767662	-0.05984123132	0.01025363024
S180	Essere pietra (per Alberto Magnelli)	1981	4167	1002	0.5000000000	0.1250000000	0.1875000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.1875000000	24.0460763139	-0.01749451879	-0.04603585013
S181	Le memorie di Casanova	1981	18849	1596	0.4400000000	0.2000000000	0.1200000000	0.0000000000	0.0000000000	0.0800000000	0.0400000000	0.0000000000	0.1200000000	8.4672926946	-0.007748593625	-0.02016029136
S182	L'invasione degli storni	1981	9054	1676	0.1052631579	0.3684210526	0.0526315789	0.2631578947	0.0000000000	0.0000000000	0.1578947368	0.0000000000	0.0526315789	18.5111552905	-0.06261653679	0.006555522633
S183	Il silenzio e la città	1982	12343	847	0.4285714286	0.2857142857	0.1428571429	0.0000000000	0.0000000000	0.1428571429	0.0000000000	0.0000000000	0.0000000000	6.8621890950	0.009857155971	-0.0163206862
S184	L'occhio e i pianeti	1982	8184	1578	0.4090909091	0.2272727273	0.0909090909	0.0000000000	0.0000000000	0.0909090909	0.0454545455	0.0000000000	0.1363636364	19.2815249267	-0.03649822922	-0.03450479521
S185	Sapore Sapere	1982	41220	3892	0.0943396226	0.0754716981	0.0377358491	0.1132075472	0.0000000000	0.2452830189	0.1132075472	0.0377358491	0.2830188679	9.4420184377	-0.09977672139	0.04808567122
S186	Il mondo guarda il mondo	1982	3938	1119	0.3571428571	0.4285714286	0.0714285714	0.0000000000	0.0000000000	0.1428571429	0.0000000000	0.0000000000	0.0000000000	28.4154393093	-0.03636070384	-0.04331839946
S187	La pancia del geco	1982	6400	1168	0.6956521739	0.1304347826	0.1304347826	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0434782609	18.2500000000	0.01537532665	-0.06810012807
S188	Quattro studi dal vero	1983	14889	1971	0.3000000000	0.1250000000	0.0750000000	0.2000000000	0.0000000000	0.1500000000	0.0250000000	0.0000000000	0.1250000000	13.2379609107	-0.05175270031	-0.01342999047
S189	Viaggio nelle città di de Chirico	1983	17663	2705	0.3809523810	0.0476190476	0.0714285714	0.1428571429	0.0238095238	0.0714285714	0.1428571429	0.0000000000	0.1190476190	15.3144992357	-0.03993811823	-0.03195440928
S190	La spada del sole	1983	9267	2172	0.3000000000	0.1666666667	0.0666666667	0.1666666667	0.0000000000	0.1666666667	0.0000000000	0.0333333333	0.1000000000	23.4380058271	-0.09904697638	-0.03455519712
S191	La contemplazione delle stelle	1983	8612	1311	0.6500000000	0.2000000000	0.0500000000	0.0000000000	0.0000000000	0.1000000000	0.0000000000	0.0000000000	0.0000000000	15.2229447283	0.007705607684	-0.06362310526
S192	Gli amori delle tartarughe	1983	3998	789	0.5000000000	0.0000000000	0.1250000000	0.0000000000	0.0000000000	0.0000000000	0.3750000000	0.0000000000	0.0000000000	19.7348674337	0.01671916362	-0.05312275641
S193	Il prato infinito	1983	6978	2218	0.2500000000	0.1785714286	0.3214285714	0.0714285714	0.0000000000	0.0357142857	0.0000000000	0.0000000000	0.1428571429	31.7856119232	-0.05079159515	0.0001253082681
S194	Luna di pomeriggio	1983	4615	1140	0.3333333333	0.2000000000	0.0000000000	0.4000000000	0.0000000000	0.0666666667	0.0000000000	0.0000000000	0.0000000000	24.7020585049	-0.051010151	-0.06243343886
S195	Dal terrazzo	1983	7605	434	0.0909090909	0.0909090909	0.0000000000	0.4545454545	0.0000000000	0.0909090909	0.0000000000	0.0909090909	0.1818181818	5.7067718606	-0.1110611364	0.03476001193
S196	Il museo dei formaggi	1983	6229	1573	0.1666666667	0.4166666667	0.0000000000	0.3333333333	0.0000000000	0.0833333333	0.0000000000	0.0000000000	0.0000000000	25.2528495746	-0.07007275482	-0.01767240132
S198	L'ordine degli squamati	1983	6634	906	0.3913043478	0.0434782609	0.1304347826	0.1304347826	0.0434782609	0.0434782609	0.1739130435	0.0000000000	0.0434782609	13.6569189026	-0.01865958343	-0.02963072543
S199	Il modello dei modelli	1983	6836	1099	0.3333333333	0.2777777778	0.0555555556	0.0000000000	0.0000000000	0.1666666667	0.0555555556	0.0000000000	0.1111111111	16.0766530135	-0.04232130502	-0.01856246916
S200	L'universo come specchio	1983	7002	655	0.3750000000	0.6250000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	9.3544701514	0.01615609351	-0.03201236121
S201	Come imparare a essere morto	1983	9295	2317	0.0833333333	0.3333333333	0.1250000000	0.0000000000	0.0000000000	0.1666666667	0.0416666667	0.0416666667	0.2083333333	24.9273803120	-0.120658461	0.03156862795
S202	L'ultimo canale	1984	12804	2018	0.3913043478	0.1304347826	0.0869565217	0.0000000000	0.0000000000	0.0434782609	0.1304347826	0.0434782609	0.1739130435	15.7606997813	-0.06350674227	-0.035319796
S203	Il ricordo è bendato	1984	11582	2358	0.3181818182	0.1363636364	0.2727272727	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.2727272727	20.3591780349	-0.0301136179	0.001043202168
S204	Un re in ascolto	1984	46528	8635	0.4615384615	0.2657342657	0.0909090909	0.0629370629	0.0069930070	0.0000000000	0.0489510490	0.0139860140	0.0489510490	18.5587173315	-0.0301767015	-0.05762503801
S205	Il niente e il poco	1984	15867	1908	0.2307692308	0.0000000000	0.1153846154	0.0384615385	0.0384615385	0.2692307692	0.0000000000	0.0384615385	0.2692307692	12.0249574589	-0.07845295963	0.02619471669
S206	L'implosione	1984	9364	1420	0.5555555556	0.1111111111	0.0000000000	0.1111111111	0.0000000000	0.1111111111	0.0555555556	0.0555555556	0.0000000000	15.1644596326	-0.04897718038	-0.08424800152
V001	Il sentiero dei nidi di ragno	1947	249888	10865	0.5068493151	0.3698630137	0.0821917808	0.0136986301	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0273972603	4.3479478807	0.02944788666	-0.03290484014
V003	Il visconte dimezzato	1952	138103	1861	0.5806451613	0.0645161290	0.1290322581	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.0000000000	0.2258064516	1.3475449483	0.03085943778	-0.02065423657
V005	Il barone rampante	1957	416814	13256	0.3103448276	0.2413793103	0.2068965517	0.0172413793	0.0057471264	0.0919540230	0.0229885057	0.0000000000	0.1034482759	3.1803154405	-0.00002596695468	0.01143572367
V008	Il cavaliere inesistente	1959	197268	6313	0.1368421053	0.1789473684	0.1368421053	0.0842105263	0.0105263158	0.2210526316	0.0842105263	0.0105263158	0.1368421053	3.2002149360	-0.0418158562	0.0429190224
V009	La giornata di uno scrutatore	1963	121328	21546	0.3084112150	0.1915887850	0.1775700935	0.0327102804	0.0233644860	0.0700934579	0.0467289720	0.0140186916	0.1355140187	17.7584728999	-0.05243198115	-0.01357027762
V010	La speculazione edilizia	1963	191068	5941	0.2352941176	0.2941176471	0.2235294118	0.0000000000	0.0117647059	0.0823529412	0.0000000000	0.0000000000	0.1529411765	3.1093642054	-0.00561659005	0.02910173445
V018	Le città invisibili	1972	146738	16059	0.2598425197	0.3070866142	0.0944881890	0.0787401575	0.0000000000	0.0236220472	0.1574803150	0.0157480315	0.0629921260	10.9439954204	-0.04413446162	-0.008531151025
V019-S152	La taverna dei destini incrociati	1973	98779	19747	0.2580645161	0.1566820276	0.0552995392	0.0322580645	0.0184331797	0.0875576037	0.2304147465	0.0322580645	0.1290322581	19.9910912238	-0.08686524693	-0.01803230745
V019-V016	Il castello dei destini incrociati	1969	62895	14971	0.1751824818	0.0583941606	0.1313868613	0.0291970803	0.0072992701	0.0072992701	0.3284671533	0.1167883212	0.1459854015	23.8031640035	-0.1334290626	0.002362688685
V020	Eremita a Parigi	1974	16246	3736	0.2000000000	0.3666666667	0.2000000000	0.0000000000	0.0000000000	0.0333333333	0.0333333333	0.0000000000	0.1666666667	22.9964298904	-0.05181462583	0.0102126904
V021	Se una notte d'inverno un viaggiatore	1979	458335	53292	0.4071550256	0.1124361158	0.1328790460	0.0153321976	0.0136286201	0.0766609881	0.0800681431	0.0255536627	0.1362862010	11.6273031734	-0.03898406896	-0.02449753657